old_pkg	old_lib	new_dir	new_pkg	new_lib
backend-parser-parse-func-seams	backend_parser_parse_func_seams	backend/parser/parse_func_seams	parse_func_seams	parse_func_seams
backend-parser-parse-oper	backend_parser_parse_oper	backend/parser/parse_oper	parse_oper	parse_oper
backend-parser-parse-oper-seams	backend_parser_parse_oper_seams	backend/parser/parse_oper_seams	parse_oper_seams	parse_oper_seams
backend-parser-parse-target	backend_parser_parse_target	backend/parser/parse_target	parse_target	parse_target
backend-parser-parse-type	backend_parser_parse_type	backend/parser/parse_type	parse_type	parse_type
backend-parser-parse-type-seams	backend_parser_parse_type_seams	backend/parser/parse_type_seams	parse_type_seams	parse_type_seams
backend-parser-parse-utilcmd	backend_parser_parse_utilcmd	backend/parser/parse_utilcmd	parse_utilcmd	parse_utilcmd
backend-parser-parse-utilcmd-outward-seams	backend_parser_parse_utilcmd_outward_seams	backend/parser/parse_utilcmd_outward_seams	parse_utilcmd_outward_seams	parse_utilcmd_outward_seams
backend-parser-parse-utilcmd-seams	backend_parser_parse_utilcmd_seams	backend/parser/parse_utilcmd_seams	parse_utilcmd_seams	parse_utilcmd_seams
backend-parser-relation	backend_parser_relation	backend/parser/parser_relation	parser_relation	parser_relation
backend-parser-relation-seams	backend_parser_relation_seams	backend/parser/parser_relation_seams	parser_relation_seams	parser_relation_seams
backend-parser-scan-fgram	backend_parser_scan	backend/parser/scan_fgram	scan_fgram	scan_fgram
backend-parser-scan-seams	backend_parser_scan_seams	backend/parser/scan_seams	scan_seams	scan_seams
backend-parser-scansup-fgram	backend_parser_scansup	backend/parser/scansup_fgram	scansup_fgram	scansup_fgram
backend-parser-scansup-seams	backend_parser_scansup_seams	backend/parser/scansup_seams	scansup_seams	scansup_seams
backend-parser-small1	backend_parser_small1	backend/parser/small1	small1	small1
backend-parser-small1-seams	backend_parser_small1_seams	backend/parser/small1_seams	small1_seams	small1_seams
backend-parser-target-seams	backend_parser_target_seams	backend/parser/target_seams	target_seams	target_seams
backend-partitioning-core	backend_partitioning_core	backend/partitioning/partitioning_core	partitioning_core	partitioning_core
backend-partitioning-core-seams	backend_partitioning_core_seams	backend/partitioning/partitioning_core_seams	partitioning_core_seams	partitioning_core_seams
backend-partitioning-partbounds	backend_partitioning_partbounds	backend/partitioning/partbounds	partbounds	partbounds
backend-partitioning-partbounds-seams	backend_partitioning_partbounds_seams	backend/partitioning/partbounds_seams	partbounds_seams	partbounds_seams
backend-partitioning-partdesc	backend_partitioning_partdesc	backend/partitioning/partdesc	partdesc	partdesc
backend-partitioning-partdesc-seams	backend_partitioning_partdesc_seams	backend/partitioning/partdesc_seams	partdesc_seams	partdesc_seams
backend-partitioning-partprune-seams	backend_partitioning_partprune_seams	backend/partitioning/partprune_seams	partprune_seams	partprune_seams
backend-pl-plpgsql-comp	backend_pl_plpgsql_comp	pl/plpgsql/src/comp	comp	comp
backend-pl-plpgsql-comp-seams	backend_pl_plpgsql_comp_seams	pl/plpgsql/src/comp_seams	comp_seams	comp_seams
backend-pl-plpgsql-exec	backend_pl_plpgsql_exec	pl/plpgsql/src/exec	exec	exec
backend-pl-plpgsql-exec-seams	backend_pl_plpgsql_exec_seams	pl/plpgsql/src/plpgsql_exec_seams	plpgsql_exec_seams	plpgsql_exec_seams
backend-pl-plpgsql-funcs	backend_pl_plpgsql_funcs	pl/plpgsql/src/funcs	funcs	funcs
backend-pl-plpgsql-gram	backend_pl_plpgsql_gram	pl/plpgsql/src/plpgsql_gram	plpgsql_gram	plpgsql_gram
backend-pl-plpgsql-handler	backend_pl_plpgsql_handler	pl/plpgsql/src/handler	handler	handler
backend-pl-plpgsql-scanner	backend_pl_plpgsql_scanner	pl/plpgsql/src/plpgsql_scanner	plpgsql_scanner	plpgsql_scanner
backend-port-atomics	backend_port_atomics	backend/port/atomics	atomics	atomics
backend-port-path-seams	backend_port_path_seams	backend/port/backend_port_path_seams	backend_port_path_seams	backend_port_path_seams
backend-port-pg-sema-seams	backend_port_pg_sema_seams	backend/port/pg_sema_seams	pg_sema_seams	pg_sema_seams
backend-port-sysv-sema	backend_port_sysv_sema	backend/port/sysv/sema	sema	sema
backend-port-sysv-shmem	backend_port_sysv_shmem	backend/port/sysv/sysv_shmem	sysv_shmem	sysv_shmem
backend-port-sysv-shmem-seams	backend_port_sysv_shmem_seams	backend/port/sysv/sysv_shmem_seams	sysv_shmem_seams	sysv_shmem_seams
backend-postmaster-autovacuum	backend_postmaster_autovacuum	backend/postmaster/postmaster_autovacuum	postmaster_autovacuum	postmaster_autovacuum
backend-postmaster-autovacuum-ext-seams	backend_postmaster_autovacuum_ext_seams	backend/postmaster/autovacuum_ext_seams	autovacuum_ext_seams	autovacuum_ext_seams
backend-postmaster-autovacuum-seams	backend_postmaster_autovacuum_seams	backend/postmaster/autovacuum_seams	autovacuum_seams	autovacuum_seams
backend-postmaster-auxprocess	backend_postmaster_auxprocess	backend/postmaster/auxprocess	auxprocess	auxprocess
backend-postmaster-auxprocess-seams	backend_postmaster_auxprocess_seams	backend/postmaster/auxprocess_seams	auxprocess_seams	auxprocess_seams
backend-postmaster-bgworker	backend_postmaster_bgworker	backend/postmaster/postmaster_bgworker	postmaster_bgworker	postmaster_bgworker
backend-postmaster-bgworker-seams	backend_postmaster_bgworker_seams	backend/postmaster/bgworker_seams	bgworker_seams	bgworker_seams
backend-postmaster-bgwriter	backend_postmaster_bgwriter	backend/postmaster/bgwriter	bgwriter	bgwriter
backend-postmaster-bgwriter-seams	backend_postmaster_bgwriter_seams	backend/postmaster/bgwriter_seams	bgwriter_seams	bgwriter_seams
backend-postmaster-checkpointer	backend_postmaster_checkpointer	backend/postmaster/checkpointer	checkpointer	checkpointer
backend-postmaster-checkpointer-seams	backend_postmaster_checkpointer_seams	backend/postmaster/checkpointer_seams	checkpointer_seams	checkpointer_seams
backend-postmaster-fork-process	backend_postmaster_fork_process	backend/postmaster/fork_process	fork_process	fork_process
backend-postmaster-fork-process-seams	backend_postmaster_fork_process_seams	backend/postmaster/fork_process_seams	fork_process_seams	fork_process_seams
backend-postmaster-interrupt	backend_postmaster_interrupt	backend/postmaster/interrupt	interrupt	interrupt
backend-postmaster-interrupt-seams	backend_postmaster_interrupt_seams	backend/postmaster/interrupt_seams	interrupt_seams	interrupt_seams
backend-postmaster-launch-backend	backend_postmaster_launch_backend	backend/postmaster/launch_backend	launch_backend	launch_backend
backend-postmaster-launch-backend-seams	backend_postmaster_launch_backend_seams	backend/postmaster/launch_backend_seams	launch_backend_seams	launch_backend_seams
backend-postmaster-pgarch	backend_postmaster_pgarch	backend/postmaster/postmaster_pgarch	postmaster_pgarch	postmaster_pgarch
backend-postmaster-pgarch-seams	backend_postmaster_pgarch_seams	backend/postmaster/pgarch_seams	pgarch_seams	pgarch_seams
backend-postmaster-pmchild	backend_postmaster_pmchild	backend/postmaster/pmchild	pmchild	pmchild
backend-postmaster-pmchild-seams	backend_postmaster_pmchild_seams	backend/postmaster/pmchild_seams	pmchild_seams	pmchild_seams
backend-postmaster-postmaster	backend_postmaster_postmaster	backend/postmaster/postmaster	postmaster	postmaster
backend-postmaster-postmaster-seams	backend_postmaster_postmaster_seams	backend/postmaster/postmaster_seams	postmaster_seams	postmaster_seams
backend-postmaster-startup	backend_postmaster_startup	backend/postmaster/postmaster_startup	postmaster_startup	postmaster_startup
backend-postmaster-startup-seams	backend_postmaster_startup_seams	backend/postmaster/startup_seams	startup_seams	startup_seams
backend-postmaster-syslogger	backend_postmaster_syslogger	backend/postmaster/syslogger	syslogger	syslogger
backend-postmaster-syslogger-seams	backend_postmaster_syslogger_seams	backend/postmaster/syslogger_seams	syslogger_seams	syslogger_seams
backend-postmaster-walsummarizer	backend_postmaster_walsummarizer	backend/postmaster/postmaster_walsummarizer	postmaster_walsummarizer	postmaster_walsummarizer
backend-postmaster-walsummarizer-seams	backend_postmaster_walsummarizer_seams	backend/postmaster/walsummarizer_seams	walsummarizer_seams	walsummarizer_seams
backend-postmaster-walwriter	backend_postmaster_walwriter	backend/postmaster/walwriter	walwriter	walwriter
backend-postmaster-walwriter-seams	backend_postmaster_walwriter_seams	backend/postmaster/walwriter_seams	walwriter_seams	walwriter_seams
backend-regex-core	backend_regex_core	backend/regex/regex_core	regex_core	regex_core
backend-regex-core-seams	backend_regex_core_seams	backend/regex/regex_core_seams	regex_core_seams	regex_core_seams
backend-replication-basebackup-seams	backend_replication_basebackup_seams	backend/replication/replication_basebackup_seams	replication_basebackup_seams	replication_basebackup_seams
backend-replication-libpqwalreceiver	backend_replication_libpqwalreceiver	backend/replication/replication_libpqwalreceiver	replication_libpqwalreceiver	replication_libpqwalreceiver
backend-replication-libpqwalreceiver-seams	backend_replication_libpqwalreceiver_seams	backend/replication/libpqwalreceiver_seams	libpqwalreceiver_seams	libpqwalreceiver_seams
backend-replication-logical-applyparallelworker	backend_replication_logical_applyparallelworker	backend/replication/logical/applyparallelworker	applyparallelworker	applyparallelworker
backend-replication-logical-applyparallelworker-seams	backend_replication_logical_applyparallelworker_seams	backend/replication/logical/applyparallelworker_seams	applyparallelworker_seams	applyparallelworker_seams
backend-replication-logical-conflict	backend_replication_logical_conflict	backend/replication/logical/conflict	conflict	conflict
backend-replication-logical-decode	backend_replication_logical_decode	backend/replication/logical/decode	decode	decode
backend-replication-logical-decode-seams	backend_replication_logical_decode_seams	backend/replication/logical/decode_seams	decode_seams	decode_seams
backend-replication-logical-launcher	backend_replication_logical_launcher	backend/replication/logical/launcher	launcher	launcher
backend-replication-logical-launcher-seams	backend_replication_logical_launcher_seams	backend/replication/logical/launcher_seams	launcher_seams	launcher_seams
backend-replication-logical-logical	backend_replication_logical_logical	backend/replication/logical/logical_logical	logical_logical	logical_logical
backend-replication-logical-logical-seams	backend_replication_logical_logical_seams	backend/replication/logical/logical_seams	logical_seams	logical_seams
backend-replication-logical-logicalfuncs	backend_replication_logical_logicalfuncs	backend/replication/logical/logicalfuncs	logicalfuncs	logicalfuncs
backend-replication-logical-message	backend_replication_logical_message	backend/replication/logical/message	message	message
backend-replication-logical-message-seams	backend_replication_logical_message_seams	backend/replication/logical/message_seams	message_seams	message_seams
backend-replication-logical-origin	backend_replication_logical_origin	backend/replication/logical/origin	origin	origin
backend-replication-logical-origin-extern-seams	backend_replication_logical_origin_extern_seams	backend/replication/logical/origin_extern_seams	origin_extern_seams	origin_extern_seams
backend-replication-logical-origin-seams	backend_replication_logical_origin_seams	backend/replication/logical/origin_seams	origin_seams	origin_seams
backend-replication-logical-proto	backend_replication_logical_proto	backend/replication/logical/proto	proto	proto
backend-replication-logical-relation	backend_replication_logical_relation	backend/replication/logical/logical_relation	logical_relation	logical_relation
backend-replication-logical-reorderbuffer	backend_replication_logical_reorderbuffer	backend/replication/logical/reorderbuffer	reorderbuffer	reorderbuffer
backend-replication-logical-reorderbuffer-seams	backend_replication_logical_reorderbuffer_seams	backend/replication/logical/reorderbuffer_seams	reorderbuffer_seams	reorderbuffer_seams
backend-replication-logical-slotsync	backend_replication_logical_slotsync	backend/replication/logical/slotsync	slotsync	slotsync
backend-replication-logical-slotsync-seams	backend_replication_logical_slotsync_seams	backend/replication/logical/slotsync_seams	slotsync_seams	slotsync_seams
backend-replication-logical-snapbuild	backend_replication_logical_snapbuild	backend/replication/logical/snapbuild	snapbuild	snapbuild
backend-replication-logical-snapbuild-seams	backend_replication_logical_snapbuild_seams	backend/replication/logical/logical_snapbuild_seams	logical_snapbuild_seams	logical_snapbuild_seams
backend-replication-logical-tablesync-seams	backend_replication_logical_tablesync_seams	backend/replication/logical/tablesync_seams	tablesync_seams	tablesync_seams
backend-replication-logical-worker	backend_replication_logical_worker	backend/replication/logical/worker	worker	worker
backend-replication-logical-worker-seams	backend_replication_logical_worker_seams	backend/replication/logical/worker_seams	worker_seams	worker_seams
backend-replication-repl-gram	backend_replication_repl_gram	backend/replication/repl_gram	repl_gram	repl_gram
backend-replication-repl-scanner	backend_replication_repl_scanner	backend/replication/repl_scanner	repl_scanner	repl_scanner
backend-replication-repl-scanner-seams	backend_replication_repl_scanner_seams	backend/replication/repl_scanner_seams	repl_scanner_seams	repl_scanner_seams
backend-replication-slot	backend_replication_slot	backend/replication/replication_slot	replication_slot	replication_slot
backend-replication-slot-seams	backend_replication_slot_seams	backend/replication/slot_seams	slot_seams	slot_seams
backend-replication-slotfuncs	backend_replication_slotfuncs	backend/replication/slotfuncs	slotfuncs	slotfuncs
backend-replication-snapbuild-seams	backend_replication_snapbuild_seams	backend/replication/replication_snapbuild_seams	replication_snapbuild_seams	replication_snapbuild_seams
backend-replication-syncrep	backend_replication_syncrep	backend/replication/syncrep	syncrep	syncrep
backend-replication-syncrep-gram	backend_replication_syncrep_gram	backend/replication/syncrep/syncrep_gram	syncrep_gram	syncrep_gram
backend-replication-syncrep-scanner	backend_replication_syncrep_scanner	backend/replication/syncrep/syncrep_scanner	syncrep_scanner	syncrep_scanner
backend-replication-syncrep-scanner-seams	backend_replication_syncrep_scanner_seams	backend/replication/syncrep/scanner_seams	scanner_seams	scanner_seams
backend-replication-syncrep-seams	backend_replication_syncrep_seams	backend/replication/syncrep/syncrep_seams	syncrep_seams	syncrep_seams
backend-replication-walreceiver	backend_replication_walreceiver	backend/replication/replication_walreceiver	replication_walreceiver	replication_walreceiver
backend-replication-walreceiver-seams	backend_replication_walreceiver_seams	backend/replication/walreceiver_seams	walreceiver_seams	walreceiver_seams
backend-replication-walreceiverfuncs	backend_replication_walreceiverfuncs	backend/replication/walreceiverfuncs	walreceiverfuncs	walreceiverfuncs
backend-replication-walreceiverfuncs-seams	backend_replication_walreceiverfuncs_seams	backend/replication/walreceiverfuncs_seams	walreceiverfuncs_seams	walreceiverfuncs_seams
backend-replication-walsender	backend_replication_walsender	backend/replication/walsender	walsender	walsender
backend-replication-walsender-seams	backend_replication_walsender_seams	backend/replication/walsender_seams	walsender_seams	walsender_seams
backend-rewrite-core	backend_rewrite_core	backend/rewrite/rewrite_core	rewrite_core	rewrite_core
backend-rewrite-rewriteDefine	backend_rewrite_rewriteDefine	backend/rewrite/rewriteDefine	rewriteDefine	rewriteDefine
backend-rewrite-rewriteDefine-seams	backend_rewrite_rewriteDefine_seams	backend/rewrite/rewriteDefine_seams	rewriteDefine_seams	rewriteDefine_seams
backend-rewrite-rewriteRemove	backend_rewrite_rewriteRemove	backend/rewrite/rewriteRemove	rewriteRemove	rewriteRemove
backend-rewrite-rewriteRemove-seams	backend_rewrite_rewriteRemove_seams	backend/rewrite/rewriteRemove_seams	rewriteRemove_seams	rewriteRemove_seams
backend-rewrite-rewriteSearchCycle	backend_rewrite_rewriteSearchCycle	backend/rewrite/rewriteSearchCycle	rewriteSearchCycle	rewriteSearchCycle
backend-rewrite-rewritehandler	backend_rewrite_rewritehandler	backend/rewrite/rewritehandler	rewritehandler	rewritehandler
backend-rewrite-rewritehandler-seams	backend_rewrite_rewritehandler_seams	backend/rewrite/rewritehandler_seams	rewritehandler_seams	rewritehandler_seams
backend-rewrite-rewritemanip-seams	backend_rewrite_rewritemanip_seams	backend/rewrite/rewritemanip_seams	rewritemanip_seams	rewritemanip_seams
backend-rewrite-rewritesupport-seams	backend_rewrite_rewritesupport_seams	backend/rewrite/rewritesupport_seams	rewritesupport_seams	rewritesupport_seams
backend-rewrite-rowsecurity	backend_rewrite_rowsecurity	backend/rewrite/rowsecurity	rowsecurity	rowsecurity
backend-rmgrdesc-next	backend_rmgrdesc_next	backend/rmgrdesc_next	rmgrdesc_next	rmgrdesc_next
backend-rmgrdesc-small-seams	backend_rmgrdesc_small_seams	backend/rmgrdesc_small_seams	rmgrdesc_small_seams	rmgrdesc_small_seams
backend-snowball-dict-snowball	backend_snowball_dict_snowball	backend/snowball/dict_snowball	dict_snowball	dict_snowball
backend-snowball-dict-snowball-seams	backend_snowball_dict_snowball_seams	backend/snowball/dict_snowball_seams	dict_snowball_seams	dict_snowball_seams
backend-snowball-runtime	backend_snowball_runtime	backend/snowball/runtime	runtime	runtime
backend-statistics-core	backend_statistics_core	backend/statistics/statistics_core	statistics_core	statistics_core
backend-statistics-core-seams	backend_statistics_core_seams	backend/statistics/statistics_core_seams	statistics_core_seams	statistics_core_seams
backend-statistics-dependencies	backend_statistics_dependencies	backend/statistics/dependencies	dependencies	dependencies
backend-statistics-extended-stats	backend_statistics_extended_stats	backend/statistics/extended_stats	extended_stats	extended_stats
backend-statistics-import	backend_statistics_import	backend/statistics/import	import	import
backend-statistics-mcv	backend_statistics_mcv	backend/statistics/mcv	mcv	mcv
backend-statistics-mvdistinct	backend_statistics_mvdistinct	backend/statistics/mvdistinct	mvdistinct	mvdistinct
backend-storage-aio-aio-seams	backend_storage_aio_aio_seams	backend/storage/aio/aio_seams	aio_seams	aio_seams
backend-storage-aio-completion-seams	backend_storage_aio_completion_seams	backend/storage/aio/completion_seams	completion_seams	completion_seams
backend-storage-aio-core-seams	backend_storage_aio_core_seams	backend/storage/aio/aio_core_seams	aio_core_seams	aio_core_seams
backend-storage-aio-funcs-seams	backend_storage_aio_funcs_seams	backend/storage/aio/funcs_seams	funcs_seams	funcs_seams
backend-storage-aio-methods	backend_storage_aio_methods	backend/storage/aio/methods	methods	methods
backend-storage-aio-methods-seams	backend_storage_aio_methods_seams	backend/storage/aio/methods_seams	methods_seams	methods_seams
backend-storage-aio-read-stream	backend_storage_aio_read_stream	backend/storage/aio/read_stream	read_stream	read_stream
backend-storage-aio-seams	backend_storage_aio_seams	backend/storage/aio/aio_seams_2	aio_seams_2	aio_seams_2
backend-storage-buffer-bufmgr	backend_storage_buffer_bufmgr	backend/storage/buffer/bufmgr	bufmgr	bufmgr
backend-storage-buffer-bufmgr-seams	backend_storage_buffer_bufmgr_seams	backend/storage/buffer/bufmgr_seams	bufmgr_seams	bufmgr_seams
backend-storage-buffer-support	backend_storage_buffer_support	backend/storage/buffer/support	support	support
backend-storage-buffer-support-seams	backend_storage_buffer_support_seams	backend/storage/buffer/buffer_support_seams	buffer_support_seams	buffer_support_seams
backend-storage-file-buffile	backend_storage_file_buffile	backend/storage/file/buffile	buffile	buffile
backend-storage-file-buffile-seams	backend_storage_file_buffile_seams	backend/storage/file/buffile_seams	buffile_seams	buffile_seams
backend-storage-file-copydir	backend_storage_file_copydir	backend/storage/file/copydir	copydir	copydir
backend-storage-file-fd	backend_storage_file_fd	backend/storage/file/fd	fd	fd
backend-storage-file-fd-seams	backend_storage_file_fd_seams	backend/storage/file/fd_seams	fd_seams	fd_seams
backend-storage-file-fileperm-seams	backend_storage_file_fileperm_seams	backend/storage/file/fileperm_seams	fileperm_seams	fileperm_seams
backend-storage-file-fileset	backend_storage_file_fileset	backend/storage/file/fileset	fileset	fileset
backend-storage-file-fileset-seams	backend_storage_file_fileset_seams	backend/storage/file/fileset_seams	fileset_seams	fileset_seams
backend-storage-file-reinit	backend_storage_file_reinit	backend/storage/file/reinit	reinit	reinit
backend-storage-file-seams	backend_storage_file_seams	backend/storage/file/file_seams	file_seams	file_seams
backend-storage-file-sharedfileset-seams	backend_storage_file_sharedfileset_seams	backend/storage/file/sharedfileset_seams	sharedfileset_seams	sharedfileset_seams
backend-storage-file-tblspc-fs-seams	backend_storage_file_tblspc_fs_seams	backend/storage/file/tblspc_fs_seams	tblspc_fs_seams	tblspc_fs_seams
backend-storage-freespace	backend_storage_freespace	backend/storage/freespace	freespace	freespace
backend-storage-freespace-seams	backend_storage_freespace_seams	backend/storage/freespace/freespace_seams	freespace_seams	freespace_seams
backend-storage-ipc	backend_storage_ipc	backend/storage/ipc	ipc	ipc
backend-storage-ipc-barrier-seams	backend_storage_ipc_barrier_seams	backend/storage/ipc/barrier_seams	barrier_seams	barrier_seams
backend-storage-ipc-dsm-core	backend_storage_ipc_dsm_core	backend/storage/ipc/dsm_core	dsm_core	dsm_core
backend-storage-ipc-dsm-core-seams	backend_storage_ipc_dsm_core_seams	backend/storage/ipc/dsm_core_seams	dsm_core_seams	dsm_core_seams
backend-storage-ipc-dsm-registry	backend_storage_ipc_dsm_registry	backend/storage/ipc/dsm_registry	dsm_registry	dsm_registry
backend-storage-ipc-dsm-registry-seams	backend_storage_ipc_dsm_registry_seams	backend/storage/ipc/dsm_registry_seams	dsm_registry_seams	dsm_registry_seams
backend-storage-ipc-injection-point-seams	backend_storage_ipc_injection_point_seams	backend/storage/ipc/injection_point_seams	injection_point_seams	injection_point_seams
backend-storage-ipc-ipc-seams	backend_storage_ipc_ipc_seams	backend/storage/ipc/ipc_seams	ipc_seams	ipc_seams
backend-storage-ipc-ipci-seams	backend_storage_ipc_ipci_seams	backend/storage/ipc/ipci_seams	ipci_seams	ipci_seams
backend-storage-ipc-latch	backend_storage_ipc_latch	backend/storage/ipc/latch	latch	latch
backend-storage-ipc-latch-seams	backend_storage_ipc_latch_seams	backend/storage/ipc/latch_seams	latch_seams	latch_seams
backend-storage-ipc-pmsignal	backend_storage_ipc_pmsignal	backend/storage/ipc/pmsignal	pmsignal	pmsignal
backend-storage-ipc-pmsignal-seams	backend_storage_ipc_pmsignal_seams	backend/storage/ipc/pmsignal_seams	pmsignal_seams	pmsignal_seams
backend-storage-ipc-procarray	backend_storage_ipc_procarray	backend/storage/ipc/procarray	procarray	procarray
backend-storage-ipc-procarray-seams	backend_storage_ipc_procarray_seams	backend/storage/ipc/procarray_seams	procarray_seams	procarray_seams
backend-storage-ipc-procsignal	backend_storage_ipc_procsignal	backend/storage/ipc/procsignal	procsignal	procsignal
backend-storage-ipc-procsignal-seams	backend_storage_ipc_procsignal_seams	backend/storage/ipc/procsignal_seams	procsignal_seams	procsignal_seams
backend-storage-ipc-shm-mq	backend_storage_ipc_shm_mq	backend/storage/ipc/shm_mq	shm_mq	shm_mq
backend-storage-ipc-shm-mq-seams	backend_storage_ipc_shm_mq_seams	backend/storage/ipc/shm_mq_seams	shm_mq_seams	shm_mq_seams
backend-storage-ipc-shm-toc	backend_storage_ipc_shm_toc	backend/storage/ipc/shm_toc	shm_toc	shm_toc
backend-storage-ipc-shm-toc-seams	backend_storage_ipc_shm_toc_seams	backend/storage/ipc/ipc_shm_toc_seams	ipc_shm_toc_seams	ipc_shm_toc_seams
backend-storage-ipc-shm_toc-seams	backend_storage_ipc_shm_toc_seams	backend/storage/ipc/storage_shm_toc_seams	storage_shm_toc_seams	storage_shm_toc_seams
backend-storage-ipc-shmem	backend_storage_ipc_shmem	backend/storage/ipc/ipc_shmem	ipc_shmem	ipc_shmem
backend-storage-ipc-shmem-seams	backend_storage_ipc_shmem_seams	backend/storage/ipc/ipc_shmem_seams	ipc_shmem_seams	ipc_shmem_seams
backend-storage-ipc-sinval	backend_storage_ipc_sinval	backend/storage/ipc/sinval	sinval	sinval
backend-storage-ipc-sinval-seams	backend_storage_ipc_sinval_seams	backend/storage/ipc/sinval_seams	sinval_seams	sinval_seams
backend-storage-ipc-standby	backend_storage_ipc_standby	backend/storage/ipc/standby	standby	standby
backend-storage-ipc-standby-seams	backend_storage_ipc_standby_seams	backend/storage/ipc/standby_seams	standby_seams	standby_seams
backend-storage-ipc-waiteventset	backend_storage_ipc_waiteventset	backend/storage/ipc/waiteventset	waiteventset	waiteventset
backend-storage-ipc-waiteventset-seams	backend_storage_ipc_waiteventset_seams	backend/storage/ipc/waiteventset_seams	waiteventset_seams	waiteventset_seams
backend-storage-large-object	backend_storage_large_object	backend/storage/large/object	object	object
backend-storage-large-object-seams	backend_storage_large_object_seams	backend/storage/large/object_seams	object_seams	object_seams
backend-storage-lmgr-condition-variable	backend_storage_lmgr_condition_variable	backend/storage/lmgr/condition_variable	condition_variable	condition_variable
backend-storage-lmgr-condition-variable-seams	backend_storage_lmgr_condition_variable_seams	backend/storage/lmgr/condition_variable_seams	condition_variable_seams	condition_variable_seams
backend-storage-lmgr-deadlock	backend_storage_lmgr_deadlock	backend/storage/lmgr/lmgr_deadlock	lmgr_deadlock	lmgr_deadlock
backend-storage-lmgr-deadlock-seams	backend_storage_lmgr_deadlock_seams	backend/storage/lmgr/deadlock_seams	deadlock_seams	deadlock_seams
backend-storage-lmgr-lmgr	backend_storage_lmgr_lmgr	backend/storage/lmgr/lmgr	lmgr	lmgr
backend-storage-lmgr-lmgr-pc-seams	backend_storage_lmgr_lmgr_pc_seams	backend/storage/lmgr/lmgr_pc_seams	lmgr_pc_seams	lmgr_pc_seams
backend-storage-lmgr-lmgr-seams	backend_storage_lmgr_lmgr_seams	backend/storage/lmgr/lmgr_seams	lmgr_seams	lmgr_seams
backend-storage-lmgr-lock	backend_storage_lmgr_lock	backend/storage/lmgr/lock	lock	lock
backend-storage-lmgr-lock-seams	backend_storage_lmgr_lock_seams	backend/storage/lmgr/lock_seams	lock_seams	lock_seams
backend-storage-lmgr-lwlock	backend_storage_lmgr_lwlock	backend/storage/lmgr/lwlock	lwlock	lwlock
backend-storage-lmgr-lwlock-seams	backend_storage_lmgr_lwlock_seams	backend/storage/lmgr/lwlock_seams	lwlock_seams	lwlock_seams
backend-storage-lmgr-predicate	backend_storage_lmgr_predicate	backend/storage/lmgr/predicate	predicate	predicate
backend-storage-lmgr-predicate-seams	backend_storage_lmgr_predicate_seams	backend/storage/lmgr/predicate_seams	predicate_seams	predicate_seams
backend-storage-lmgr-proc	backend_storage_lmgr_proc	backend/storage/lmgr/lmgr_proc	lmgr_proc	lmgr_proc
backend-storage-lmgr-proc-seams	backend_storage_lmgr_proc_seams	backend/storage/lmgr/lmgr_proc_seams	lmgr_proc_seams	lmgr_proc_seams
backend-storage-lmgr-s-lock	backend_storage_lmgr_s_lock	backend/storage/lmgr/s_lock	s_lock	s_lock
backend-storage-page	backend_storage_page	backend/storage/page	page	page
backend-storage-page-checksum	backend_storage_page_checksum	backend/storage/page/checksum	checksum	checksum
backend-storage-page-seams	backend_storage_page_seams	backend/storage/page/page_seams	page_seams	page_seams
backend-storage-smgr-bulkwrite	backend_storage_smgr_bulkwrite	backend/storage/smgr/bulkwrite	bulkwrite	bulkwrite
backend-storage-smgr-bulkwrite-seams	backend_storage_smgr_bulkwrite_seams	backend/storage/smgr/bulkwrite_seams	bulkwrite_seams	bulkwrite_seams
backend-storage-smgr-md	backend_storage_smgr_md	backend/storage/smgr/md	md	md
backend-storage-smgr-md-seams	backend_storage_smgr_md_seams	backend/storage/smgr/md_seams	md_seams	md_seams
backend-storage-smgr-seams	backend_storage_smgr_seams	backend/storage/smgr/smgr_seams	smgr_seams	smgr_seams
backend-storage-smgr-smgr	backend_storage_smgr_smgr	backend/storage/smgr/smgr	smgr	smgr
backend-storage-sync	backend_storage_sync	backend/storage/sync	sync	sync
backend-storage-sync-seams	backend_storage_sync_seams	backend/storage/sync/sync_seams	sync_seams	sync_seams
backend-tcop-backend-startup	backend_tcop_backend_startup	backend/tcop/backend_startup	backend_startup	backend_startup
backend-tcop-backend-startup-seams	backend_tcop_backend_startup_seams	backend/tcop/backend_startup_seams	backend_startup_seams	backend_startup_seams
backend-tcop-cmdtag	backend_tcop_cmdtag	backend/tcop/cmdtag	cmdtag	cmdtag
backend-tcop-dest	backend_tcop_dest	backend/tcop/tcop_dest	tcop_dest	tcop_dest
backend-tcop-dest-seams	backend_tcop_dest_seams	backend/tcop/dest_seams	dest_seams	dest_seams
backend-tcop-fastpath	backend_tcop_fastpath	backend/tcop/fastpath	fastpath	fastpath
backend-tcop-postgres	backend_tcop_postgres	backend/tcop/postgres	postgres	postgres
backend-tcop-postgres-seams	backend_tcop_postgres_seams	backend/tcop/postgres_seams	postgres_seams	postgres_seams
backend-tcop-pquery	backend_tcop_pquery	backend/tcop/pquery	pquery	pquery
backend-tcop-pquery-seams	backend_tcop_pquery_seams	backend/tcop/pquery_seams	pquery_seams	pquery_seams
backend-tcop-utility	backend_tcop_utility	backend/tcop/utility	utility	utility
